image_name,recall,id
"WBS0038X=WBS0038X=1=en, ja=High",0.9018787657168228,1
"WBS0033X=WBS0033X=1=en, ja=High",0.8903137363777105,2
"WBS0022X=WBS0022X=1=en, ja=High",0.9346009198718985,3
"WBB0014X=WBB0014X=1=en, ja=High",0.9490044427768464,4
"WBB0015X=WBB0015X=1=en, ja=High",0.9211806869284315,5
"WBD0022X=WBD0022X=1=en, ja=High",0.935192972926448,6
"WBC0074X=WBC0074X=1=en, ja=High",0.9547870535822576,7
"WBG0037X=WBG0037X=1=en, ja=High",0.939987632051663,8
"WBS0024X=WBS0024X=1=en, ja=High",0.9523362545095787,9
"WBS0027X=WBS0027X=1=en, ja=High",0.9225388247896629,10
"WBA0025X=WBA0025X=1=en, ja=High",0.924958883540558,11
"WBA0026X=WBA0026X=1=en, ja=High",0.9235471107556177,12
"WBA0012X=WBA0012X=1=en, ja=High",0.9057960125061163,13
"WBA0027X=WBA0027X=1=en, ja=High",0.8894527928248187,14
"WBA0028X=WBA0028X=1=en, ja=High",0.9072802089686043,15
"WBB0061X=WBB0061X=1=en, ja=High",0.8960449331525404,16
"WBC0045X=WBC0045X=1=en, ja=High",0.9218456118494884,17
