id,image_name,score,gt_qa_id,m_qa_id
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8946577393081578,1,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8910510874926021,1,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8839632651903988,1,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8712009427687251,1,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8492458327856658,1,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8838258002977128,2,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8886535919990473,2,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8719987222833951,2,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8616746252369964,2,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.843325295567829,2,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8987001926712871,3,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8849744816568904,3,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8757307394306186,3,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8810859385581327,3,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8305258645162972,3,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8903112892494556,4,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8708461263514737,4,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8643811769947817,4,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8760947850289684,4,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8394048106553568,4,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8991887695585679,5,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8933547767815959,5,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8713907906257606,5,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8828567518554675,5,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8487125674482274,5,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9096334442832745,6,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9017265045911775,6,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8873682276428632,6,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8816279544009152,6,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.86023167969753,6,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8625626443965694,1,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8654648739894875,1,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.9177999402621351,1,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.9216881875806802,1,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.9170418079064555,1,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8549058886441552,2,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8510872097405637,2,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8912973197471181,2,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8934025993752714,2,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8881647983322191,2,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8441856405589887,3,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8236190323768359,3,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8592284471040094,3,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8728760670187878,3,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8615578945342592,3,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8460922905117475,4,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8447232727964309,4,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8751607022030904,4,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8892499277440763,4,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8829663078023404,4,5
3,"WBS0022X=WBS0022X=1=en, ja=High",0.8789975941455984,1,1
3,"WBS0022X=WBS0022X=1=en, ja=High",0.8715861682117432,1,2
3,"WBS0022X=WBS0022X=1=en, ja=High",0.8915711899571259,1,3
3,"WBS0022X=WBS0022X=1=en, ja=High",0.9173008847001722,1,4
3,"WBS0022X=WBS0022X=1=en, ja=High",0.8744688878173985,1,5
3,"WBS0022X=WBS0022X=1=en, ja=High",0.9192314100374306,2,1
3,"WBS0022X=WBS0022X=1=en, ja=High",0.917849804541049,2,2
3,"WBS0022X=WBS0022X=1=en, ja=High",0.9288924355471744,2,3
3,"WBS0022X=WBS0022X=1=en, ja=High",0.9132649513118327,2,4
3,"WBS0022X=WBS0022X=1=en, ja=High",0.8982685024807899,2,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9322100521285767,1,1
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9414125976188489,1,2
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9225550539906544,1,3
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9546133176877396,1,4
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9308110214622876,1,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9147504702787976,2,1
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9399597224261425,2,2
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9221532695492518,2,3
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9374955630740527,2,4
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9103670109971336,2,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9061914186667934,3,1
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9140778715459037,3,2
4,"WBB0014X=WBB0014X=1=en, ja=High",0.8868904942210929,3,3
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9383213344354242,3,4
4,"WBB0014X=WBB0014X=1=en, ja=High",0.9149250800009121,3,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.928257108946775,4,1
