image_name,f1_score,id_recall
"WBS0038X=WBS0038X=1=en, ja=High",0.8942250444265755,1
"WBS0033X=WBS0033X=1=en, ja=High",0.9081180225162905,2
"WBS0022X=WBS0022X=1=en, ja=High",0.9050786850104533,3
"WBB0014X=WBB0014X=1=en, ja=High",0.9368850187230414,4
"WBB0015X=WBB0015X=1=en, ja=High",0.9068941552413277,5
"WBD0022X=WBD0022X=1=en, ja=High",0.9015001353588801,6
"WBC0074X=WBC0074X=1=en, ja=High",0.91096519873922,7
"WBG0037X=WBG0037X=1=en, ja=High",0.879929951203074,8
"WBS0024X=WBS0024X=1=en, ja=High",0.9032159502948806,9
"WBS0027X=WBS0027X=1=en, ja=High",0.8831368929587142,10
"WBA0025X=WBA0025X=1=en, ja=High",0.9060557430392496,11
"WBA0026X=WBA0026X=1=en, ja=High",0.9087727984075885,12
"WBA0012X=WBA0012X=1=en, ja=High",0.8957101151769021,13
"WBA0027X=WBA0027X=1=en, ja=High",0.8933198386025972,14
"WBA0028X=WBA0028X=1=en, ja=High",0.8712448440890154,15
"WBB0061X=WBB0061X=1=en, ja=High",0.8955612210432549,16
"WBC0045X=WBC0045X=1=en, ja=High",0.9060778756699233,17
