image_name,f1_score,id_recall
"WBS0038X=WBS0038X=1=en, ja=High",0.2597153390616017,1
"WBS0033X=WBS0033X=1=en, ja=High",0.30068510818482425,2
"WBS0022X=WBS0022X=1=en, ja=High",0.26612638629274155,3
"WBB0014X=WBB0014X=1=en, ja=High",0.3263561123794501,4
"WBB0015X=WBB0015X=1=en, ja=High",0.3101789199781934,5
"WBD0022X=WBD0022X=1=en, ja=High",0.3218117947399469,6
"WBC0074X=WBC0074X=1=en, ja=High",0.30302115090754095,7
"WBG0037X=WBG0037X=1=en, ja=High",0.21327488107551554,8
"WBS0024X=WBS0024X=1=en, ja=High",0.4474991779456768,9
"WBS0027X=WBS0027X=1=en, ja=High",0.3378616657033969,10
"WBA0025X=WBA0025X=1=en, ja=High",0.34971188715929,11
"WBA0026X=WBA0026X=1=en, ja=High",0.31264414600092433,12
"WBA0012X=WBA0012X=1=en, ja=High",0.36470455542174685,13
"WBA0027X=WBA0027X=1=en, ja=High",0.4701022031262611,14
"WBA0028X=WBA0028X=1=en, ja=High",0.3414556771044349,15
"WBB0061X=WBB0061X=1=en, ja=High",0.36247199052647217,16
"WBC0045X=WBC0045X=1=en, ja=High",0.37073309403951077,17
