image_name,recall,id
"WBS0038X=WBS0038X=1=en, ja=High",0.9203082962366679,1
"WBS0033X=WBS0033X=1=en, ja=High",0.8918364485036789,2
"WBS0022X=WBS0022X=1=en, ja=High",0.9185039307212564,3
"WBB0014X=WBB0014X=1=en, ja=High",0.9129150713304551,4
"WBB0015X=WBB0015X=1=en, ja=High",0.9227757424071971,5
"WBD0022X=WBD0022X=1=en, ja=High",0.9017366245582888,6
"WBC0074X=WBC0074X=1=en, ja=High",0.9117673048068717,7
"WBG0037X=WBG0037X=1=en, ja=High",0.9127525564284303,8
"WBS0024X=WBS0024X=1=en, ja=High",0.9261089132731236,9
"WBS0027X=WBS0027X=1=en, ja=High",0.9116812707157322,10
"WBA0025X=WBA0025X=1=en, ja=High",0.9145535723016541,11
"WBA0026X=WBA0026X=1=en, ja=High",0.9032732427240392,12
"WBA0012X=WBA0012X=1=en, ja=High",0.9089660882845108,13
"WBA0027X=WBA0027X=1=en, ja=High",0.9125562330449619,14
"WBA0028X=WBA0028X=1=en, ja=High",0.9130503959393435,15
"WBB0061X=WBB0061X=1=en, ja=High",0.8648593198690137,16
"WBC0045X=WBC0045X=1=en, ja=High",0.9091762218356039,17
