id,image_name,score,gt_qa_id,gt_question,m_qa_id,m_question
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8573059890061457,1,"""Can I turn on my vehicle's heating remotely?""",1,"""What type of vehicle is depicted in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8718684376044632,1,"""Can I turn on my vehicle's heating remotely?""",2,"""What is happening on the right side of the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8953786488071007,1,"""Can I turn on my vehicle's heating remotely?""",3,"""What seems to be the relation between the car and the mobile phone?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.881359165944911,1,"""Can I turn on my vehicle's heating remotely?""",4,"""Which direction are the arrows pointing to on the car?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8925071008841207,1,"""Can I turn on my vehicle's heating remotely?""",5,"""Are there any visible wheels on the car in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8782809471704613,2,"""Is it possible to cool my vehicle's interior before I start driving?""",1,"""What type of vehicle is depicted in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8956708608465117,2,"""Is it possible to cool my vehicle's interior before I start driving?""",2,"""What is happening on the right side of the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9113640016272726,2,"""Is it possible to cool my vehicle's interior before I start driving?""",3,"""What seems to be the relation between the car and the mobile phone?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8907305638056768,2,"""Is it possible to cool my vehicle's interior before I start driving?""",4,"""Which direction are the arrows pointing to on the car?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9045918700495444,2,"""Is it possible to cool my vehicle's interior before I start driving?""",5,"""Are there any visible wheels on the car in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8685257794002105,3,"""Does remote operation of the climate control affect my vehicle's battery?""",1,"""What type of vehicle is depicted in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8551654366835932,3,"""Does remote operation of the climate control affect my vehicle's battery?""",2,"""What is happening on the right side of the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8948826240664445,3,"""Does remote operation of the climate control affect my vehicle's battery?""",3,"""What seems to be the relation between the car and the mobile phone?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8490001678181612,3,"""Does remote operation of the climate control affect my vehicle's battery?""",4,"""Which direction are the arrows pointing to on the car?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8688441535338127,3,"""Does remote operation of the climate control affect my vehicle's battery?""",5,"""Are there any visible wheels on the car in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8443666274240887,4,"""How do I access my vehicle's climate control system through my smartphone?""",1,"""What type of vehicle is depicted in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8647244240551806,4,"""How do I access my vehicle's climate control system through my smartphone?""",2,"""What is happening on the right side of the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9106961686163696,4,"""How do I access my vehicle's climate control system through my smartphone?""",3,"""What seems to be the relation between the car and the mobile phone?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8579042192674987,4,"""How do I access my vehicle's climate control system through my smartphone?""",4,"""Which direction are the arrows pointing to on the car?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8680564288071859,4,"""How do I access my vehicle's climate control system through my smartphone?""",5,"""Are there any visible wheels on the car in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8762449955175057,5,"""Can using the climate control before driving improve my vehicle's range?""",1,"""What type of vehicle is depicted in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8718794083940431,5,"""Can using the climate control before driving improve my vehicle's range?""",2,"""What is happening on the right side of the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9120669265202894,5,"""Can using the climate control before driving improve my vehicle's range?""",3,"""What seems to be the relation between the car and the mobile phone?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8891024498827931,5,"""Can using the climate control before driving improve my vehicle's range?""",4,"""Which direction are the arrows pointing to on the car?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8982629297774376,5,"""Can using the climate control before driving improve my vehicle's range?""",5,"""Are there any visible wheels on the car in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8603496810091965,6,"""How can I operate the climate control system before driving?""",1,"""What type of vehicle is depicted in the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8708884446173665,6,"""How can I operate the climate control system before driving?""",2,"""What is happening on the right side of the image?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.9041363192703672,6,"""How can I operate the climate control system before driving?""",3,"""What seems to be the relation between the car and the mobile phone?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8791159841032636,6,"""How can I operate the climate control system before driving?""",4,"""Which direction are the arrows pointing to on the car?"""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.8800862546165423,6,"""How can I operate the climate control system before driving?""",5,"""Are there any visible wheels on the car in the image?"""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8988666212919729,1,"""What is the function of the Approaching Vehicle Sound for Pedestrians (VSP) system in my vehicle?""",1,"""Is there a car in the image?"""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.8647720414259862,1,"""What is the function of the Approaching Vehicle Sound for Pedestrians (VSP) system in my vehicle?""",2,"""How many people can be seen in the image?"""
