image_name,precision,id
"WBS0038X=WBS0038X=1=en, ja=High",0.8592519987428321,1
"WBS0033X=WBS0033X=1=en, ja=High",0.8473857657204883,2
"WBS0022X=WBS0022X=1=en, ja=High",0.8955299366638471,3
"WBB0014X=WBB0014X=1=en, ja=High",0.726235065806428,4
"WBB0015X=WBB0015X=1=en, ja=High",0.8186209689021361,5
"WBD0022X=WBD0022X=1=en, ja=High",0.9155852935700299,6
"WBC0074X=WBC0074X=1=en, ja=High",0.8899514076514686,7
"WBG0037X=WBG0037X=1=en, ja=High",0.9431006279884934,8
"WBS0024X=WBS0024X=1=en, ja=High",0.8401080555826163,9
"WBS0027X=WBS0027X=1=en, ja=High",0.879198816387724,10
"WBA0025X=WBA0025X=1=en, ja=High",0.8717502187502941,11
"WBA0026X=WBA0026X=1=en, ja=High",0.7420790532613193,12
"WBA0012X=WBA0012X=1=en, ja=High",0.8573401969970555,13
"WBA0027X=WBA0027X=1=en, ja=High",0.5700302533969874,14
"WBA0028X=WBA0028X=1=en, ja=High",0.8998224070988722,15
"WBB0061X=WBB0061X=1=en, ja=High",0.902155593676562,16
"WBC0045X=WBC0045X=1=en, ja=High",0.8870293858534497,17
