image_name,recall,id
"WBS0038X=WBS0038X=1=en, ja=High",0.9307751816922115,1
"WBS0033X=WBS0033X=1=en, ja=High",0.8877046022636191,2
"WBS0022X=WBS0022X=1=en, ja=High",0.9312448809770151,3
"WBB0014X=WBB0014X=1=en, ja=High",0.9491571141145316,4
"WBB0015X=WBB0015X=1=en, ja=High",0.9293163064874541,5
"WBD0022X=WBD0022X=1=en, ja=High",0.9642756348931636,6
"WBC0074X=WBC0074X=1=en, ja=High",0.9428411821785779,7
"WBG0037X=WBG0037X=1=en, ja=High",0.9661206309999114,8
"WBS0024X=WBS0024X=1=en, ja=High",0.9603926635462688,9
"WBS0027X=WBS0027X=1=en, ja=High",0.9343903245166403,10
"WBA0025X=WBA0025X=1=en, ja=High",0.9005333330126853,11
"WBA0026X=WBA0026X=1=en, ja=High",0.9186115744055843,12
"WBA0012X=WBA0012X=1=en, ja=High",0.8826926102779689,13
"WBA0027X=WBA0027X=1=en, ja=High",0.9026725790052939,14
"WBA0028X=WBA0028X=1=en, ja=High",0.9045576341838527,15
"WBB0061X=WBB0061X=1=en, ja=High",0.882655196139413,16
"WBC0045X=WBC0045X=1=en, ja=High",0.9366490826872604,17
