image_name,recall,id
"WBS0038X=WBS0038X=1=en, ja=High",0.15049798012017077,1
"WBS0033X=WBS0033X=1=en, ja=High",0.16515806509906392,2
"WBS0022X=WBS0022X=1=en, ja=High",0.13357613773526775,3
"WBB0014X=WBB0014X=1=en, ja=High",0.1080359608772284,4
"WBB0015X=WBB0015X=1=en, ja=High",0.0912639719478384,5
"WBD0022X=WBD0022X=1=en, ja=High",0.16388821031043793,6
"WBC0074X=WBC0074X=1=en, ja=High",0.1095338327334904,7
"WBG0037X=WBG0037X=1=en, ja=High",0.18485190976083432,8
"WBS0024X=WBS0024X=1=en, ja=High",0.2131187844278568,9
"WBS0027X=WBS0027X=1=en, ja=High",0.0947905699876837,10
"WBA0025X=WBA0025X=1=en, ja=High",0.18515439253443178,11
"WBA0026X=WBA0026X=1=en, ja=High",0.08486210367578996,12
"WBA0012X=WBA0012X=1=en, ja=High",0.1534374435920068,13
"WBA0027X=WBA0027X=1=en, ja=High",0.03557039575875006,14
"WBA0028X=WBA0028X=1=en, ja=High",0.14592820567029566,15
"WBB0061X=WBB0061X=1=en, ja=High",0.2630381478636877,16
"WBC0045X=WBC0045X=1=en, ja=High",0.2037745815819998,17
