image_name,f1_score,id_recall
"WBS0038X=WBS0038X=1=en, ja=High",0.19010552950701093,1
"WBS0033X=WBS0033X=1=en, ja=High",0.23615744604273162,2
"WBS0022X=WBS0022X=1=en, ja=High",0.1922211110684941,3
"WBB0014X=WBB0014X=1=en, ja=High",0.17984111202677724,4
"WBB0015X=WBB0015X=1=en, ja=High",0.19735433461551966,5
"WBD0022X=WBD0022X=1=en, ja=High",0.23604221940390258,6
"WBC0074X=WBC0074X=1=en, ja=High",0.19951336341557796,7
"WBG0037X=WBG0037X=1=en, ja=High",0.19510985389449562,8
"WBS0024X=WBS0024X=1=en, ja=High",0.3089426296887403,9
"WBS0027X=WBS0027X=1=en, ja=High",0.2056077840314639,10
"WBA0025X=WBA0025X=1=en, ja=High",0.26586451782428405,11
"WBA0026X=WBA0026X=1=en, ja=High",0.1878387023593595,12
"WBA0012X=WBA0012X=1=en, ja=High",0.2537182682547741,13
"WBA0027X=WBA0027X=1=en, ja=High",0.257601666485453,14
"WBA0028X=WBA0028X=1=en, ja=High",0.22998319103145057,15
"WBB0061X=WBB0061X=1=en, ja=High",0.3008083508113643,16
"WBC0045X=WBC0045X=1=en, ja=High",0.26358056030397803,17
