id,image_name,score,gt_qa_id,gt_answer,m_qa_id,m_answer
1,"WBS0038X=WBS0038X=1=en, ja=High",0.11989795918367346,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",1,"""The image implies that a vehicle can be unlocked or interacted with using wireless communication from a mobile device."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.15625,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",2,"""The arrows likely represent the areas where the vehicle receives the wireless signal from the mobile device for entry or starting the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.12050046149112911,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",3,"""No, the mobile device communicates wirelessly with the car as indicated by the radio waves symbol."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1986965996463961,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",4,"""The mobile device is likely acting as a key, sending signals to lock, unlock, or start the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.18415841584158413,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",5,"""No, the image does not provide information to determine if the vehicle is started; it only indicates the wireless communication capability."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1694670801182664,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",1,"""The image implies that a vehicle can be unlocked or interacted with using wireless communication from a mobile device."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.16710516959396998,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",2,"""The arrows likely represent the areas where the vehicle receives the wireless signal from the mobile device for entry or starting the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.20371849807538672,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",3,"""No, the mobile device communicates wirelessly with the car as indicated by the radio waves symbol."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.2409743366681166,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",4,"""The mobile device is likely acting as a key, sending signals to lock, unlock, or start the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.20346711403621973,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",5,"""No, the image does not provide information to determine if the vehicle is started; it only indicates the wireless communication capability."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1336642284918147,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",1,"""The image implies that a vehicle can be unlocked or interacted with using wireless communication from a mobile device."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.21308718419141534,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",2,"""The arrows likely represent the areas where the vehicle receives the wireless signal from the mobile device for entry or starting the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.15129080023176464,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",3,"""No, the mobile device communicates wirelessly with the car as indicated by the radio waves symbol."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.19665109034267914,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",4,"""The mobile device is likely acting as a key, sending signals to lock, unlock, or start the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.18078966479379277,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",5,"""No, the image does not provide information to determine if the vehicle is started; it only indicates the wireless communication capability."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1336642284918147,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",1,"""The image implies that a vehicle can be unlocked or interacted with using wireless communication from a mobile device."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.14848044480950276,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",2,"""The arrows likely represent the areas where the vehicle receives the wireless signal from the mobile device for entry or starting the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.15129080023176464,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",3,"""No, the mobile device communicates wirelessly with the car as indicated by the radio waves symbol."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.19797507788161994,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",4,"""The mobile device is likely acting as a key, sending signals to lock, unlock, or start the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.19674922600619196,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",5,"""No, the image does not provide information to determine if the vehicle is started; it only indicates the wireless communication capability."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1642437797036623,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",1,"""The image implies that a vehicle can be unlocked or interacted with using wireless communication from a mobile device."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1440503003003003,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",2,"""The arrows likely represent the areas where the vehicle receives the wireless signal from the mobile device for entry or starting the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.16537649542575653,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",3,"""No, the mobile device communicates wirelessly with the car as indicated by the radio waves symbol."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.21615646258503401,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",4,"""The mobile device is likely acting as a key, sending signals to lock, unlock, or start the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.17974028716216214,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",5,"""No, the image does not provide information to determine if the vehicle is started; it only indicates the wireless communication capability."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.10469522240527183,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",1,"""The image implies that a vehicle can be unlocked or interacted with using wireless communication from a mobile device."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.13957083106019277,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",2,"""The arrows likely represent the areas where the vehicle receives the wireless signal from the mobile device for entry or starting the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.08793904958677687,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",3,"""No, the mobile device communicates wirelessly with the car as indicated by the radio waves symbol."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1400291917533297,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",4,"""The mobile device is likely acting as a key, sending signals to lock, unlock, or start the vehicle."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.10400981996726676,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",5,"""No, the image does not provide information to determine if the vehicle is started; it only indicates the wireless communication capability."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.08719609179731878,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",1,"""The image depicts an outline drawing of a car."""
