id,image_name,score,gt_qa_id,m_qa_id
1,"WBS0038X=WBS0038X=1=en, ja=High",0.16555044882966954,1,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.20642784552845525,1,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1616611654898326,1,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.2266164449844884,1,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.2640102115050214,1,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1661206596628133,2,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.18280572945107298,2,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.21759998977843403,2,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.2537336961118361,2,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.23498008479588764,2,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.192507789921583,3,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.276913962466078,3,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1787908249524836,3,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.22150435311835942,3,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.21357364034391618,3,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.14821923384958746,4,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.1734933670588394,4,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.15452057158364635,4,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.21523753894080988,4,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.19700742550309597,4,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.20779756552750678,5,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.19602515015015015,5,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.18583367254947955,5,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.23125703923953683,5,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.23105851738534888,5,5
1,"WBS0038X=WBS0038X=1=en, ja=High",0.17374184197186665,6,1
1,"WBS0038X=WBS0038X=1=en, ja=High",0.18934033977252054,6,2
1,"WBS0038X=WBS0038X=1=en, ja=High",0.16086767294153656,6,3
1,"WBS0038X=WBS0038X=1=en, ja=High",0.18867061091425885,6,4
1,"WBS0038X=WBS0038X=1=en, ja=High",0.19185453404378375,6,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.214809887923105,1,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.13668738615664838,1,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.1911675391599525,1,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.1701472222222222,1,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.2143753223108664,1,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.274537037037037,2,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.2389268665581416,2,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.24838172892919544,2,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.27442858916965807,2,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.24576029381193826,2,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.231084385958661,3,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.15809080165572645,3,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.1749656767530208,3,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.20420635343453064,3,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.19523679272807754,3,5
2,"WBS0033X=WBS0033X=1=en, ja=High",0.2377893518518518,4,1
2,"WBS0033X=WBS0033X=1=en, ja=High",0.21555382296218542,4,2
2,"WBS0033X=WBS0033X=1=en, ja=High",0.204538824791356,4,3
2,"WBS0033X=WBS0033X=1=en, ja=High",0.23725356162132985,4,4
2,"WBS0033X=WBS0033X=1=en, ja=High",0.21757549476797083,4,5
3,"WBS0022X=WBS0022X=1=en, ja=High",0.1744561117189602,1,1
3,"WBS0022X=WBS0022X=1=en, ja=High",0.2271022373830259,1,2
3,"WBS0022X=WBS0022X=1=en, ja=High",0.1673903279496238,1,3
3,"WBS0022X=WBS0022X=1=en, ja=High",0.24058630320902405,1,4
3,"WBS0022X=WBS0022X=1=en, ja=High",0.17719648834205995,1,5
3,"WBS0022X=WBS0022X=1=en, ja=High",0.22599830447119623,2,1
3,"WBS0022X=WBS0022X=1=en, ja=High",0.18504374927477366,2,2
3,"WBS0022X=WBS0022X=1=en, ja=High",0.163956884057971,2,3
3,"WBS0022X=WBS0022X=1=en, ja=High",0.4239861994751647,2,4
3,"WBS0022X=WBS0022X=1=en, ja=High",0.16782320143169194,2,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.20481184309309308,1,1
4,"WBB0014X=WBB0014X=1=en, ja=High",0.17913754913462765,1,2
4,"WBB0014X=WBB0014X=1=en, ja=High",0.2135124361513842,1,3
4,"WBB0014X=WBB0014X=1=en, ja=High",0.2130143284640721,1,4
4,"WBB0014X=WBB0014X=1=en, ja=High",0.18098256436376664,1,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.1893767246136865,2,1
4,"WBB0014X=WBB0014X=1=en, ja=High",0.2050522067031501,2,2
4,"WBB0014X=WBB0014X=1=en, ja=High",0.21837468888088046,2,3
4,"WBB0014X=WBB0014X=1=en, ja=High",0.21187083135601753,2,4
4,"WBB0014X=WBB0014X=1=en, ja=High",0.22413194444444445,2,5
4,"WBB0014X=WBB0014X=1=en, ja=High",0.17375222583921085,3,1
4,"WBB0014X=WBB0014X=1=en, ja=High",0.1779427225544988,3,2
4,"WBB0014X=WBB0014X=1=en, ja=High",0.2093876740113367,3,3
4,"WBB0014X=WBB0014X=1=en, ja=High",0.18903249963438074,3,4
4,"WBB0014X=WBB0014X=1=en, ja=High",0.15776514140776776,3,5
