id,image_name,score,gt_qa_id,gt_question,m_qa_id,m_question
1,"WBS0038X=WBS0038X=1=en, ja=High",2.529721661746944e-155,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",1,"""The diagram suggests that there is a wireless connection between the vehicle and the device, as indicated by the radiating waves."""
1,"WBS0038X=WBS0038X=1=en, ja=High",2.647695584065787e-155,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",2,"""The arrows pointing away from the vehicle could represent the emission of a signal or the vehicle's capability to communicate outwardly."""
1,"WBS0038X=WBS0038X=1=en, ja=High",2.9720053687481086e-232,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",3,"""The device on the right side of the diagram appears to be a smartphone."""
1,"WBS0038X=WBS0038X=1=en, ja=High",2.7657626374344736e-232,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",4,"""No physical connection is depicted in the diagram; the interaction is shown as wireless."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.0,1,"""Yes, you can turn on your vehicle's heating remotely using the NissanConnect® Services app on an internet-enabled smartphone. This feature allows you to warm up the interior before driving, while the vehicle is still charging.""",5,"""The radiating waves typically represent a wireless signal or communication, such as Wi-Fi, Bluetooth, or another form of wireless technology."""
1,"WBS0038X=WBS0038X=1=en, ja=High",9.201309086023444e-232,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",1,"""The diagram suggests that there is a wireless connection between the vehicle and the device, as indicated by the radiating waves."""
1,"WBS0038X=WBS0038X=1=en, ja=High",1.0942262232438735e-231,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",2,"""The arrows pointing away from the vehicle could represent the emission of a signal or the vehicle's capability to communicate outwardly."""
1,"WBS0038X=WBS0038X=1=en, ja=High",6.517294086106268e-232,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",3,"""The device on the right side of the diagram appears to be a smartphone."""
1,"WBS0038X=WBS0038X=1=en, ja=High",5.889039994320055e-232,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",4,"""No physical connection is depicted in the diagram; the interaction is shown as wireless."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.0,2,"""Yes, with the NissanConnect® Services app, you can remotely activate your vehicle's air conditioning to cool the interior before you begin your drive.""",5,"""The radiating waves typically represent a wireless signal or communication, such as Wi-Fi, Bluetooth, or another form of wireless technology."""
1,"WBS0038X=WBS0038X=1=en, ja=High",9.118663166896459e-232,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",1,"""The diagram suggests that there is a wireless connection between the vehicle and the device, as indicated by the radiating waves."""
1,"WBS0038X=WBS0038X=1=en, ja=High",3.5305109831434655e-155,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",2,"""The arrows pointing away from the vehicle could represent the emission of a signal or the vehicle's capability to communicate outwardly."""
1,"WBS0038X=WBS0038X=1=en, ja=High",1.966256632079102e-155,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",3,"""The device on the right side of the diagram appears to be a smartphone."""
1,"WBS0038X=WBS0038X=1=en, ja=High",4.559971690045903e-232,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",4,"""No physical connection is depicted in the diagram; the interaction is shown as wireless."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.0,3,"""Operating the climate control system remotely while your vehicle is charging can help reduce the load on the Li-ion battery during driving, potentially increasing the vehicle's driving range.""",5,"""The radiating waves typically represent a wireless signal or communication, such as Wi-Fi, Bluetooth, or another form of wireless technology."""
1,"WBS0038X=WBS0038X=1=en, ja=High",9.044495770754895e-232,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",1,"""The diagram suggests that there is a wireless connection between the vehicle and the device, as indicated by the radiating waves."""
1,"WBS0038X=WBS0038X=1=en, ja=High",9.563389920305498e-232,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",2,"""The arrows pointing away from the vehicle could represent the emission of a signal or the vehicle's capability to communicate outwardly."""
1,"WBS0038X=WBS0038X=1=en, ja=High",4.897598518002708e-232,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",3,"""The device on the right side of the diagram appears to be a smartphone."""
1,"WBS0038X=WBS0038X=1=en, ja=High",4.425479833743732e-232,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",4,"""No physical connection is depicted in the diagram; the interaction is shown as wireless."""
1,"WBS0038X=WBS0038X=1=en, ja=High",0.0,4,"""To access your vehicle's climate control system through your smartphone, use the NissanConnect® Services app, which provides the functionality to control the heating and air conditioning remotely.""",5,"""The radiating waves typically represent a wireless signal or communication, such as Wi-Fi, Bluetooth, or another form of wireless technology."""
1,"WBS0038X=WBS0038X=1=en, ja=High",1.0182922403076714e-231,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",1,"""The diagram suggests that there is a wireless connection between the vehicle and the device, as indicated by the radiating waves."""
1,"WBS0038X=WBS0038X=1=en, ja=High",1.1570033641611177e-231,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",2,"""The arrows pointing away from the vehicle could represent the emission of a signal or the vehicle's capability to communicate outwardly."""
1,"WBS0038X=WBS0038X=1=en, ja=High",7.003288261781296e-232,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",3,"""The device on the right side of the diagram appears to be a smartphone."""
1,"WBS0038X=WBS0038X=1=en, ja=High",5.889039994320055e-232,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",4,"""No physical connection is depicted in the diagram; the interaction is shown as wireless."""
1,"WBS0038X=WBS0038X=1=en, ja=High",7.414923117542429e-232,5,"""Yes, pre-conditioning your vehicle's interior while connected to a charger can help preserve the Li-ion battery's charge, thus potentially increasing the driving range.""",5,"""The radiating waves typically represent a wireless signal or communication, such as Wi-Fi, Bluetooth, or another form of wireless technology."""
1,"WBS0038X=WBS0038X=1=en, ja=High",8.855481701079619e-156,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",1,"""The diagram suggests that there is a wireless connection between the vehicle and the device, as indicated by the radiating waves."""
1,"WBS0038X=WBS0038X=1=en, ja=High",1.094476361949094e-155,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",2,"""The arrows pointing away from the vehicle could represent the emission of a signal or the vehicle's capability to communicate outwardly."""
1,"WBS0038X=WBS0038X=1=en, ja=High",3.11694295560704e-156,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",3,"""The device on the right side of the diagram appears to be a smartphone."""
1,"WBS0038X=WBS0038X=1=en, ja=High",5.74864907331084e-233,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",4,"""No physical connection is depicted in the diagram; the interaction is shown as wireless."""
1,"WBS0038X=WBS0038X=1=en, ja=High",1.2885204305172162e-232,6,"""You can turn on the vehicle's heating and air conditioning system remotely using an internet-enabled smartphone with the NissanConnect® Services app, allowing the interior to be heated or cooled while the vehicle is charging. This feature helps to reduce the load on the Li-ion battery while the vehicle is being driven and can increase the vehicle's driving range.""",5,"""The radiating waves typically represent a wireless signal or communication, such as Wi-Fi, Bluetooth, or another form of wireless technology."""
2,"WBS0033X=WBS0033X=1=en, ja=High",1.7616980103793632e-234,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",1,"""The image shows a sedan-type car."""
2,"WBS0033X=WBS0033X=1=en, ja=High",9.012393500967395e-233,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",2,"""A person is sitting on a bench and there are bushes behind them."""
2,"WBS0033X=WBS0033X=1=en, ja=High",2.3043890261719256e-232,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",3,"""The car appears to be stationary as there are no motion lines or other indicators of movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",1.1781768298679662e-155,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",4,"""There are curved lines that suggest the transmission of sound or waves from the car to the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",3.5108356467542316e-232,1,"""The Approaching Vehicle Sound for Pedestrians (VSP) system is designed to alert pedestrians to the presence of the vehicle by producing a sound when the vehicle is moving at low speeds, ensuring the safety of pedestrians in environments where the vehicle's noise may otherwise be insufficient.""",5,"""Yes, the curved lines indicate that there is some sort of interaction, likely auditory, between the car and the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",2.614591671051252e-232,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",1,"""The image shows a sedan-type car."""
2,"WBS0033X=WBS0033X=1=en, ja=High",7.617293365989231e-232,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",2,"""A person is sitting on a bench and there are bushes behind them."""
2,"WBS0033X=WBS0033X=1=en, ja=High",1.0669733992029681e-231,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",3,"""The car appears to be stationary as there are no motion lines or other indicators of movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",1.1640469867513693e-231,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",4,"""There are curved lines that suggest the transmission of sound or waves from the car to the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",8.614911585158347e-232,2,"""The VSP system activates when the vehicle starts to move, emitting a sound to alert pedestrians.""",5,"""Yes, the curved lines indicate that there is some sort of interaction, likely auditory, between the car and the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",1.3335187715540836e-232,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",1,"""The image shows a sedan-type car."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.0,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",2,"""A person is sitting on a bench and there are bushes behind them."""
2,"WBS0033X=WBS0033X=1=en, ja=High",7.976321023897754e-232,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",3,"""The car appears to be stationary as there are no motion lines or other indicators of movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",4.771219378712268e-155,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",4,"""There are curved lines that suggest the transmission of sound or waves from the car to the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",1.0244914152188952e-231,3,"""The sound from the VSP system stops when the vehicle's speed exceeds approximately 25 MPH (40 km/h) while accelerating.""",5,"""Yes, the curved lines indicate that there is some sort of interaction, likely auditory, between the car and the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",0.0,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",1,"""The image shows a sedan-type car."""
2,"WBS0033X=WBS0033X=1=en, ja=High",4.197449719395515e-232,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",2,"""A person is sitting on a bench and there are bushes behind them."""
2,"WBS0033X=WBS0033X=1=en, ja=High",5.284154231857205e-232,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",3,"""The car appears to be stationary as there are no motion lines or other indicators of movement."""
2,"WBS0033X=WBS0033X=1=en, ja=High",8.480333438516937e-232,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",4,"""There are curved lines that suggest the transmission of sound or waves from the car to the person."""
2,"WBS0033X=WBS0033X=1=en, ja=High",3.742660839496157e-155,4,"""When the vehicle slows down and the speed is less than approximately 22 MPH (35 km/h) while decelerating, the VSP system starts to produce sound again.""",5,"""Yes, the curved lines indicate that there is some sort of interaction, likely auditory, between the car and the person."""
3,"WBS0022X=WBS0022X=1=en, ja=High",6.015999301513437e-232,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",1,"""The image is indicating the direction in which a car's dashboard tray may be opened, as represented by the downward pointing arrow."""
3,"WBS0022X=WBS0022X=1=en, ja=High",4.137175171736815e-232,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",2,"""Beneath the dashboard, the arrow points to a tray or compartment that can be opened for storage."""
3,"WBS0022X=WBS0022X=1=en, ja=High",4.602679613187792e-232,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",3,"""Yes, the diagram is showing an interaction point on the vehicle's dashboard where the tray compartment is located."""
3,"WBS0022X=WBS0022X=1=en, ja=High",5.9892856282910844e-232,1,"""The charging status indicator light on your vehicle will illuminate to show that the vehicle is actively charging. You can see this light from both inside and outside the vehicle, ensuring you can check the status easily.""",4,"""The tray appears to be in the closed position as there is no gap between the tray and the dashboard."""
