1,"CO0077=CO0077=1=en, ja=High",1,"""What shape is the object in the image?""","""The object in the image is hexagonal."""
1,"CO0077=CO0077=1=en, ja=High",2,"""Is the image in color or black and white?""","""The image is in black and white."""
1,"CO0077=CO0077=1=en, ja=High",3,"""Does the object have any text or numbers on it?""","""No, the object does not have any text or numbers on it."""
1,"CO0077=CO0077=1=en, ja=High",4,"""Are there any distinct patterns visible on the object?""","""Yes, there are some grainy or pixelated patterns visible on the object."""
1,"CO0077=CO0077=1=en, ja=High",5,"""Does the object appear to be three-dimensional or flat?""","""The object appears to be flat."""
2,"CO0330=CO0330=1=en, ja=High",1,"""What color is the chair?""","""Black"""
2,"CO0330=CO0330=1=en, ja=High",2,"""Does the chair have armrests?""","""Yes"""
2,"CO0330=CO0330=1=en, ja=High",3,"""Is there any visible branding or logos on the chair?""","""No"""
2,"CO0330=CO0330=1=en, ja=High",4,"""What type of chair is this?""","""An office chair"""
2,"CO0330=CO0330=1=en, ja=High",5,"""Is the chair designed for ergonomics?""","""Yes"""
3,"CO0339=CO0339=1=en, ja=High",1,"""What is the primary color of the object?""","""Black"""
3,"CO0339=CO0339=1=en, ja=High",2,"""Does the object have any text or numbers on it?""","""No, it does not have any text or numbers."""
3,"CO0339=CO0339=1=en, ja=High",3,"""What shape is the object closely associated with?""","""A sphere"""
3,"CO0339=CO0339=1=en, ja=High",4,"""Is the object depicted as having any reflective properties?""","""Yes, it appears to be reflective."""
3,"CO0339=CO0339=1=en, ja=High",5,"""What is the object?""","""It is a stylized representation of a soccer ball."""
4,"CO0564=CO0564=1=en, ja=High",1,"""What type of clothing is the person wearing?""","""A suit and tie"""
4,"CO0564=CO0564=1=en, ja=High",2,"""Is the person wearing glasses?""","""Yes"""
4,"CO0564=CO0564=1=en, ja=High",3,"""What is the person doing?""","""Posing for the photo"""
4,"CO0564=CO0564=1=en, ja=High",4,"""Is the person smiling?""","""Yes"""
4,"CO0564=CO0564=1=en, ja=High",5,"""Can you see any background details?""","""No, the background is blurred."""
5,"CO0569=CO0569=1=en, ja=High",1,"""What is the main color of the object in the image?""","""Silver"""
5,"CO0569=CO0569=1=en, ja=High",2,"""Is the object in the image a piece of jewelry?""","""Yes, it appears to be a ring."""
5,"CO0569=CO0569=1=en, ja=High",3,"""Does the object feature any stones or gems?""","""No, there are no visible stones or gems."""
5,"CO0569=CO0569=1=en, ja=High",4,"""Is there any engraved design or pattern on the object?""","""Yes, there are engraved patterns on the ring."""
5,"CO0569=CO0569=1=en, ja=High",5,"""What is the shape of the object?""","""It is circular, consistent with the shape of a ring."""
6,"ICON-ABS-ICON-YEL=ICON-ABS-ICON-YEL=1=en, ja=High",1,"""What is the predominant color of the logo in the image?""","""Gold"""
6,"ICON-ABS-ICON-YEL=ICON-ABS-ICON-YEL=1=en, ja=High",2,"""Does the logo incorporate any letters?""","""Yes, there are the letters 'ABS' in the logo."""
6,"ICON-ABS-ICON-YEL=ICON-ABS-ICON-YEL=1=en, ja=High",3,"""Is the logo symmetrical?""","""Yes, the logo is symmetrical."""
6,"ICON-ABS-ICON-YEL=ICON-ABS-ICON-YEL=1=en, ja=High",4,"""What shape is the logo's border?""","""The logo has a circular border."""
6,"ICON-ABS-ICON-YEL=ICON-ABS-ICON-YEL=1=en, ja=High",5,"""Do the letters in the logo have any special design?""","""Yes, the letters are stylized with unique curves and lines."""
7,"ICON-ABS-YEL=ICON-ABS-YEL=1=en, ja=High",1,"""What three letters are depicted in the image?""","""ABS"""
7,"ICON-ABS-YEL=ICON-ABS-YEL=1=en, ja=High",2,"""What color are the letters in the image?""","""Gold"""
7,"ICON-ABS-YEL=ICON-ABS-YEL=1=en, ja=High",3,"""Is the background color of the image darker or lighter than the letters?""","""Darker"""
7,"ICON-ABS-YEL=ICON-ABS-YEL=1=en, ja=High",4,"""Do the letters in the image appear to have a gradient effect?""","""Yes"""
7,"ICON-ABS-YEL=ICON-ABS-YEL=1=en, ja=High",5,"""Are the letters in the image flat or do they have a three-dimensional appearance?""","""Three-dimensional appearance"""
8,"ICON-AEB-BLK=ICON-AEB-BLK=1=en, ja=High",1,"""What shape is predominantly featured in this image?""","""A triangle"""
8,"ICON-AEB-BLK=ICON-AEB-BLK=1=en, ja=High",2,"""Is the image in color or black and white?""","""Black and white"""
8,"ICON-AEB-BLK=ICON-AEB-BLK=1=en, ja=High",3,"""Does the triangle have a solid fill or is it an outline?""","""It's an outline"""
8,"ICON-AEB-BLK=ICON-AEB-BLK=1=en, ja=High",4,"""Is there any text present in the image?""","""No"""
8,"ICON-AEB-BLK=ICON-AEB-BLK=1=en, ja=High",5,"""What is the orientation of the triangle?""","""The triangle is upright, with the base at the bottom and the apex at the top"""
9,"ICON-AEB-OFF-YEL=ICON-AEB-OFF-YEL=1=en, ja=High",1,"""What percentage discount is being advertised?""","""80% off"""
9,"ICON-AEB-OFF-YEL=ICON-AEB-OFF-YEL=1=en, ja=High",2,"""Is the discount percentage written in numbers or spelled out?""","""Numbers"""
9,"ICON-AEB-OFF-YEL=ICON-AEB-OFF-YEL=1=en, ja=High",3,"""What is the color of the text advertising the discount?""","""Gold"""
9,"ICON-AEB-OFF-YEL=ICON-AEB-OFF-YEL=1=en, ja=High",4,"""Are there any graphical elements around the discount text?""","""Yes, there are stars and sparkles."""
9,"ICON-AEB-OFF-YEL=ICON-AEB-OFF-YEL=1=en, ja=High",5,"""Does the image include any specific products or brands?""","""No, it only shows the discount offer."""
10,"ICON-AIR-BAG-RED=ICON-AIR-BAG-RED=1=en, ja=High",1,"""What is the predominant color of the figures in the image?""","""Red"""
10,"ICON-AIR-BAG-RED=ICON-AIR-BAG-RED=1=en, ja=High",2,"""How many figures are depicted in the image?""","""Two"""
10,"ICON-AIR-BAG-RED=ICON-AIR-BAG-RED=1=en, ja=High",3,"""What are the figures doing?""","""One figure is kicking the other"""
10,"ICON-AIR-BAG-RED=ICON-AIR-BAG-RED=1=en, ja=High",4,"""Do the figures have detailed features?""","""No, they are simple stick figures"""
10,"ICON-AIR-BAG-RED=ICON-AIR-BAG-RED=1=en, ja=High",5,"""What is the color of the small circle above the figure on the right?""","""White"""
11,"ICON-AIR-BAG-STATUS-LIGHT-YEL=ICON-AIR-BAG-STATUS-LIGHT-YEL=1=en, ja=High",1,"""What is the predominant color of the text in the image?""","""Gold or yellow"""
11,"ICON-AIR-BAG-STATUS-LIGHT-YEL=ICON-AIR-BAG-STATUS-LIGHT-YEL=1=en, ja=High",2,"""What fraction is prominently displayed in the image?""","""1/2"""
11,"ICON-AIR-BAG-STATUS-LIGHT-YEL=ICON-AIR-BAG-STATUS-LIGHT-YEL=1=en, ja=High",3,"""What symbol is displayed on the top portion of the image?""","""An 'X' inside a square"""
11,"ICON-AIR-BAG-STATUS-LIGHT-YEL=ICON-AIR-BAG-STATUS-LIGHT-YEL=1=en, ja=High",4,"""Is there any visible texture or pattern on the background of the image?""","""No, the background appears to be a solid color"""
11,"ICON-AIR-BAG-STATUS-LIGHT-YEL=ICON-AIR-BAG-STATUS-LIGHT-YEL=1=en, ja=High",5,"""Does the image contain any numerical digits?""","""Yes, the numbers '1' and '2'"""
12,"ICON-AUTO-BRAKE-HOLD-GRN=ICON-AUTO-BRAKE-HOLD-GRN=1=en, ja=High",1,"""What colors are in the logo?""","""Green and white"""
12,"ICON-AUTO-BRAKE-HOLD-GRN=ICON-AUTO-BRAKE-HOLD-GRN=1=en, ja=High",2,"""Is the logo symmetrical?""","""Yes"""
12,"ICON-AUTO-BRAKE-HOLD-GRN=ICON-AUTO-BRAKE-HOLD-GRN=1=en, ja=High",3,"""What is the shape surrounding the logo?""","""A circle"""
12,"ICON-AUTO-BRAKE-HOLD-GRN=ICON-AUTO-BRAKE-HOLD-GRN=1=en, ja=High",4,"""What letter is at the center of the logo?""","""A"""
12,"ICON-AUTO-BRAKE-HOLD-GRN=ICON-AUTO-BRAKE-HOLD-GRN=1=en, ja=High",5,"""Does the logo contain any numbers?""","""No"""
13,"ICON-CHARGE-BLK=ICON-CHARGE-BLK=1=en, ja=High",1,"""What symbol is at the top of the image?""","""A battery symbol"""
